center,left,right,steering,speed
IMG/2025-06-22_20-58-08-798_bc.png,IMG/2025-06-22_20-58-08-798_al.png,IMG/2025-06-22_20-58-08-798_cr.png,-0.08217,32.910705
IMG/2025-06-22_20-58-08-974_bc.png,IMG/2025-06-22_20-58-08-974_al.png,IMG/2025-06-22_20-58-08-974_cr.png,-0.0729,32.929822
IMG/2025-06-22_20-58-09-149_bc.png,IMG/2025-06-22_20-58-09-149_al.png,IMG/2025-06-22_20-58-09-149_cr.png,-0.055485,32.91369
IMG/2025-06-22_20-58-09-316_bc.png,IMG/2025-06-22_20-58-09-316_al.png,IMG/2025-06-22_20-58-09-316_cr.png,-0.04977,32.936881
IMG/2025-06-22_20-58-09-491_bc.png,IMG/2025-06-22_20-58-09-491_al.png,IMG/2025-06-22_20-58-09-491_cr.png,-0.0639,32.927279
IMG/2025-06-22_20-58-09-658_bc.png,IMG/2025-06-22_20-58-09-658_al.png,IMG/2025-06-22_20-58-09-658_cr.png,-0.056385,32.953638
IMG/2025-06-22_20-58-09-840_bc.png,IMG/2025-06-22_20-58-09-840_al.png,IMG/2025-06-22_20-58-09-840_cr.png,-0.04077,32.956135
IMG/2025-06-22_20-58-10-081_bc.png,IMG/2025-06-22_20-58-10-081_al.png,IMG/2025-06-22_20-58-10-081_cr.png,0.25,32.993119
IMG/2025-06-22_20-58-10-167_bc.png,IMG/2025-06-22_20-58-10-167_al.png,IMG/2025-06-22_20-58-10-167_cr.png,0.25,33.506223
IMG/2025-06-22_20-58-10-233_bc.png,IMG/2025-06-22_20-58-10-233_al.png,IMG/2025-06-22_20-58-10-233_cr.png,0.25,32.788304
IMG/2025-06-22_20-58-10-301_bc.png,IMG/2025-06-22_20-58-10-301_al.png,IMG/2025-06-22_20-58-10-301_cr.png,0.25,32.198369
IMG/2025-06-22_20-58-10-366_bc.png,IMG/2025-06-22_20-58-10-366_al.png,IMG/2025-06-22_20-58-10-366_cr.png,0.25,32.080526
IMG/2025-06-22_20-58-10-430_bc.png,IMG/2025-06-22_20-58-10-430_al.png,IMG/2025-06-22_20-58-10-430_cr.png,0.25,31.940089
IMG/2025-06-22_20-58-10-520_bc.png,IMG/2025-06-22_20-58-10-520_al.png,IMG/2025-06-22_20-58-10-520_cr.png,0.25,31.878247
IMG/2025-06-22_20-58-10-583_bc.png,IMG/2025-06-22_20-58-10-583_al.png,IMG/2025-06-22_20-58-10-583_cr.png,0.25,31.887353
IMG/2025-06-22_20-58-10-684_bc.png,IMG/2025-06-22_20-58-10-684_al.png,IMG/2025-06-22_20-58-10-684_cr.png,0.25,31.935183
IMG/2025-06-22_20-58-10-748_bc.png,IMG/2025-06-22_20-58-10-748_al.png,IMG/2025-06-22_20-58-10-748_cr.png,0.25,31.967305
IMG/2025-06-22_20-58-10-823_bc.png,IMG/2025-06-22_20-58-10-823_al.png,IMG/2025-06-22_20-58-10-823_cr.png,0.25,31.965917
IMG/2025-06-22_20-58-10-893_bc.png,IMG/2025-06-22_20-58-10-893_al.png,IMG/2025-06-22_20-58-10-893_cr.png,0.25,31.931653
IMG/2025-06-22_20-58-10-962_bc.png,IMG/2025-06-22_20-58-10-962_al.png,IMG/2025-06-22_20-58-10-962_cr.png,0.25,31.951903
IMG/2025-06-22_20-58-11-033_bc.png,IMG/2025-06-22_20-58-11-033_al.png,IMG/2025-06-22_20-58-11-033_cr.png,0.25,31.923314
IMG/2025-06-22_20-58-11-097_bc.png,IMG/2025-06-22_20-58-11-097_al.png,IMG/2025-06-22_20-58-11-097_cr.png,0.25,31.882667
IMG/2025-06-22_20-58-11-196_bc.png,IMG/2025-06-22_20-58-11-196_al.png,IMG/2025-06-22_20-58-11-196_cr.png,0.25,31.862888
IMG/2025-06-22_20-58-11-267_bc.png,IMG/2025-06-22_20-58-11-267_al.png,IMG/2025-06-22_20-58-11-267_cr.png,0.25,31.90913
IMG/2025-06-22_20-58-11-335_bc.png,IMG/2025-06-22_20-58-11-335_al.png,IMG/2025-06-22_20-58-11-335_cr.png,0.25,31.909562
IMG/2025-06-22_20-58-11-400_bc.png,IMG/2025-06-22_20-58-11-400_al.png,IMG/2025-06-22_20-58-11-400_cr.png,0.25,31.948417
IMG/2025-06-22_20-58-11-464_bc.png,IMG/2025-06-22_20-58-11-464_al.png,IMG/2025-06-22_20-58-11-464_cr.png,0.25,31.948201
IMG/2025-06-22_20-58-11-546_bc.png,IMG/2025-06-22_20-58-11-546_al.png,IMG/2025-06-22_20-58-11-546_cr.png,0.25,31.864355
IMG/2025-06-22_20-58-11-613_bc.png,IMG/2025-06-22_20-58-11-613_al.png,IMG/2025-06-22_20-58-11-613_cr.png,0.25,31.947696
IMG/2025-06-22_20-58-11-713_bc.png,IMG/2025-06-22_20-58-11-713_al.png,IMG/2025-06-22_20-58-11-713_cr.png,0.25,31.883777
IMG/2025-06-22_20-58-12-000_bc.png,IMG/2025-06-22_20-58-12-000_al.png,IMG/2025-06-22_20-58-12-000_cr.png,-0.11529,33.007872
IMG/2025-06-22_20-58-12-173_bc.png,IMG/2025-06-22_20-58-12-173_al.png,IMG/2025-06-22_20-58-12-173_cr.png,-0.101475,32.893781
IMG/2025-06-22_20-58-12-345_bc.png,IMG/2025-06-22_20-58-12-345_al.png,IMG/2025-06-22_20-58-12-345_cr.png,-0.04635,32.900958
IMG/2025-06-22_20-58-12-614_bc.png,IMG/2025-06-22_20-58-12-614_al.png,IMG/2025-06-22_20-58-12-614_cr.png,0.041895,32.997128
IMG/2025-06-22_20-58-12-787_bc.png,IMG/2025-06-22_20-58-12-787_al.png,IMG/2025-06-22_20-58-12-787_cr.png,0.06219,32.973759
IMG/2025-06-22_20-58-12-965_bc.png,IMG/2025-06-22_20-58-12-965_al.png,IMG/2025-06-22_20-58-12-965_cr.png,0.04851,32.95748
IMG/2025-06-22_20-58-13-134_bc.png,IMG/2025-06-22_20-58-13-134_al.png,IMG/2025-06-22_20-58-13-134_cr.png,0.048285,32.950566
IMG/2025-06-22_20-58-13-373_bc.png,IMG/2025-06-22_20-58-13-373_al.png,IMG/2025-06-22_20-58-13-373_cr.png,0.044235,32.979166
IMG/2025-06-22_20-58-14-167_bc.png,IMG/2025-06-22_20-58-14-167_al.png,IMG/2025-06-22_20-58-14-167_cr.png,-0.04941,32.994739
IMG/2025-06-22_20-58-14-391_bc.png,IMG/2025-06-22_20-58-14-391_al.png,IMG/2025-06-22_20-58-14-391_cr.png,-0.053505,32.976482
IMG/2025-06-22_20-58-14-565_bc.png,IMG/2025-06-22_20-58-14-565_al.png,IMG/2025-06-22_20-58-14-565_cr.png,-0.06192,32.944329
IMG/2025-06-22_20-58-14-736_bc.png,IMG/2025-06-22_20-58-14-736_al.png,IMG/2025-06-22_20-58-14-736_cr.png,-0.07695,32.951905
IMG/2025-06-22_20-58-14-915_bc.png,IMG/2025-06-22_20-58-14-915_al.png,IMG/2025-06-22_20-58-14-915_cr.png,-0.04266,32.937969
IMG/2025-06-22_20-58-15-091_bc.png,IMG/2025-06-22_20-58-15-091_al.png,IMG/2025-06-22_20-58-15-091_cr.png,-0.07533,32.94617
IMG/2025-06-22_20-58-15-262_bc.png,IMG/2025-06-22_20-58-15-262_al.png,IMG/2025-06-22_20-58-15-262_cr.png,-0.05715,32.932757
IMG/2025-06-22_20-58-15-439_bc.png,IMG/2025-06-22_20-58-15-439_al.png,IMG/2025-06-22_20-58-15-439_cr.png,-0.0837,32.91892
IMG/2025-06-22_20-58-15-614_bc.png,IMG/2025-06-22_20-58-15-614_al.png,IMG/2025-06-22_20-58-15-614_cr.png,-0.082035,32.936509
IMG/2025-06-22_20-58-15-789_bc.png,IMG/2025-06-22_20-58-15-789_al.png,IMG/2025-06-22_20-58-15-789_cr.png,-0.05148,32.907218
IMG/2025-06-22_20-58-15-962_bc.png,IMG/2025-06-22_20-58-15-962_al.png,IMG/2025-06-22_20-58-15-962_cr.png,-0.08559,32.922633
IMG/2025-06-22_20-58-16-134_bc.png,IMG/2025-06-22_20-58-16-134_al.png,IMG/2025-06-22_20-58-16-134_cr.png,-0.06498,32.91912
IMG/2025-06-22_20-58-16-307_bc.png,IMG/2025-06-22_20-58-16-307_al.png,IMG/2025-06-22_20-58-16-307_cr.png,-0.073305,32.912632
IMG/2025-06-22_20-58-16-474_bc.png,IMG/2025-06-22_20-58-16-474_al.png,IMG/2025-06-22_20-58-16-474_cr.png,-0.085455,32.936212
IMG/2025-06-22_20-58-16-643_bc.png,IMG/2025-06-22_20-58-16-643_al.png,IMG/2025-06-22_20-58-16-643_cr.png,-0.06183,32.908029
IMG/2025-06-22_20-58-16-810_bc.png,IMG/2025-06-22_20-58-16-810_al.png,IMG/2025-06-22_20-58-16-810_cr.png,-0.083475,32.926051
IMG/2025-06-22_20-58-16-985_bc.png,IMG/2025-06-22_20-58-16-985_al.png,IMG/2025-06-22_20-58-16-985_cr.png,-0.05274,32.919774
IMG/2025-06-22_20-58-17-155_bc.png,IMG/2025-06-22_20-58-17-155_al.png,IMG/2025-06-22_20-58-17-155_cr.png,-0.08775,32.907166
IMG/2025-06-22_20-58-17-334_bc.png,IMG/2025-06-22_20-58-17-334_al.png,IMG/2025-06-22_20-58-17-334_cr.png,-0.07812,32.931006
IMG/2025-06-22_20-58-17-503_bc.png,IMG/2025-06-22_20-58-17-503_al.png,IMG/2025-06-22_20-58-17-503_cr.png,-0.059625,32.916276
IMG/2025-06-22_20-58-17-676_bc.png,IMG/2025-06-22_20-58-17-676_al.png,IMG/2025-06-22_20-58-17-676_cr.png,-0.092205,32.929103
IMG/2025-06-22_20-58-17-851_bc.png,IMG/2025-06-22_20-58-17-851_al.png,IMG/2025-06-22_20-58-17-851_cr.png,-0.059805,32.912356
IMG/2025-06-22_20-58-18-019_bc.png,IMG/2025-06-22_20-58-18-019_al.png,IMG/2025-06-22_20-58-18-019_cr.png,-0.08604,32.914493
IMG/2025-06-22_20-58-18-193_bc.png,IMG/2025-06-22_20-58-18-193_al.png,IMG/2025-06-22_20-58-18-193_cr.png,-0.06201,32.936338
IMG/2025-06-22_20-58-18-367_bc.png,IMG/2025-06-22_20-58-18-367_al.png,IMG/2025-06-22_20-58-18-367_cr.png,-0.05679,32.907036
IMG/2025-06-22_20-58-18-547_bc.png,IMG/2025-06-22_20-58-18-547_al.png,IMG/2025-06-22_20-58-18-547_cr.png,-0.086445,32.91402
IMG/2025-06-22_20-58-18-722_bc.png,IMG/2025-06-22_20-58-18-722_al.png,IMG/2025-06-22_20-58-18-722_cr.png,-0.07344,32.918054
IMG/2025-06-22_20-58-18-891_bc.png,IMG/2025-06-22_20-58-18-891_al.png,IMG/2025-06-22_20-58-18-891_cr.png,-0.06552,32.903988
IMG/2025-06-22_20-58-19-059_bc.png,IMG/2025-06-22_20-58-19-059_al.png,IMG/2025-06-22_20-58-19-059_cr.png,-0.087885,32.920876
IMG/2025-06-22_20-58-19-229_bc.png,IMG/2025-06-22_20-58-19-229_al.png,IMG/2025-06-22_20-58-19-229_cr.png,-0.06138,32.933498
IMG/2025-06-22_20-58-19-397_bc.png,IMG/2025-06-22_20-58-19-397_al.png,IMG/2025-06-22_20-58-19-397_cr.png,-0.059985,32.924975
IMG/2025-06-22_20-58-19-567_bc.png,IMG/2025-06-22_20-58-19-567_al.png,IMG/2025-06-22_20-58-19-567_cr.png,-0.07092,32.944186
IMG/2025-06-22_20-58-19-774_bc.png,IMG/2025-06-22_20-58-19-774_al.png,IMG/2025-06-22_20-58-19-774_cr.png,-0.046125,32.965497
IMG/2025-06-22_20-58-19-941_bc.png,IMG/2025-06-22_20-58-19-941_al.png,IMG/2025-06-22_20-58-19-941_cr.png,-0.04068,32.961828
IMG/2025-06-22_20-58-20-111_bc.png,IMG/2025-06-22_20-58-20-111_al.png,IMG/2025-06-22_20-58-20-111_cr.png,-0.04896,32.975621
IMG/2025-06-22_20-58-21-114_bc.png,IMG/2025-06-22_20-58-21-114_al.png,IMG/2025-06-22_20-58-21-114_cr.png,0.0,32.99619
IMG/2025-06-22_20-58-22-123_bc.png,IMG/2025-06-22_20-58-22-123_al.png,IMG/2025-06-22_20-58-22-123_cr.png,0.0,32.996167
IMG/2025-06-22_20-58-23-133_bc.png,IMG/2025-06-22_20-58-23-133_al.png,IMG/2025-06-22_20-58-23-133_cr.png,0.0,32.996174
IMG/2025-06-22_20-58-24-137_bc.png,IMG/2025-06-22_20-58-24-137_al.png,IMG/2025-06-22_20-58-24-137_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-25-144_bc.png,IMG/2025-06-22_20-58-25-144_al.png,IMG/2025-06-22_20-58-25-144_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-26-151_bc.png,IMG/2025-06-22_20-58-26-151_al.png,IMG/2025-06-22_20-58-26-151_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-27-163_bc.png,IMG/2025-06-22_20-58-27-163_al.png,IMG/2025-06-22_20-58-27-163_cr.png,0.0,32.996323
IMG/2025-06-22_20-58-28-195_bc.png,IMG/2025-06-22_20-58-28-195_al.png,IMG/2025-06-22_20-58-28-195_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-29-221_bc.png,IMG/2025-06-22_20-58-29-221_al.png,IMG/2025-06-22_20-58-29-221_cr.png,0.0,32.996302
IMG/2025-06-22_20-58-30-229_bc.png,IMG/2025-06-22_20-58-30-229_al.png,IMG/2025-06-22_20-58-30-229_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-30-915_bc.png,IMG/2025-06-22_20-58-30-915_al.png,IMG/2025-06-22_20-58-30-915_cr.png,-0.04257,32.993654
IMG/2025-06-22_20-58-31-922_bc.png,IMG/2025-06-22_20-58-31-922_al.png,IMG/2025-06-22_20-58-31-922_cr.png,0.0,32.996329
IMG/2025-06-22_20-58-32-925_bc.png,IMG/2025-06-22_20-58-32-925_al.png,IMG/2025-06-22_20-58-32-925_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-33-934_bc.png,IMG/2025-06-22_20-58-33-934_al.png,IMG/2025-06-22_20-58-33-934_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-34-940_bc.png,IMG/2025-06-22_20-58-34-940_al.png,IMG/2025-06-22_20-58-34-940_cr.png,0.0,32.996304
IMG/2025-06-22_20-58-35-946_bc.png,IMG/2025-06-22_20-58-35-946_al.png,IMG/2025-06-22_20-58-35-946_cr.png,0.0,32.995796
IMG/2025-06-22_20-58-36-953_bc.png,IMG/2025-06-22_20-58-36-953_al.png,IMG/2025-06-22_20-58-36-953_cr.png,0.0,32.996313
IMG/2025-06-22_20-58-37-968_bc.png,IMG/2025-06-22_20-58-37-968_al.png,IMG/2025-06-22_20-58-37-968_cr.png,0.0,32.995767
IMG/2025-06-22_20-58-38-981_bc.png,IMG/2025-06-22_20-58-38-981_al.png,IMG/2025-06-22_20-58-38-981_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-39-990_bc.png,IMG/2025-06-22_20-58-39-990_al.png,IMG/2025-06-22_20-58-39-990_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-40-799_bc.png,IMG/2025-06-22_20-58-40-799_al.png,IMG/2025-06-22_20-58-40-799_cr.png,-0.04203,32.996107
IMG/2025-06-22_20-58-41-080_bc.png,IMG/2025-06-22_20-58-41-080_al.png,IMG/2025-06-22_20-58-41-080_cr.png,-0.043605,32.991518
IMG/2025-06-22_20-58-41-294_bc.png,IMG/2025-06-22_20-58-41-294_al.png,IMG/2025-06-22_20-58-41-294_cr.png,-0.045,32.965074
IMG/2025-06-22_20-58-41-473_bc.png,IMG/2025-06-22_20-58-41-473_al.png,IMG/2025-06-22_20-58-41-473_cr.png,-0.06372,32.959934
IMG/2025-06-22_20-58-41-643_bc.png,IMG/2025-06-22_20-58-41-643_al.png,IMG/2025-06-22_20-58-41-643_cr.png,-0.061875,32.959609
IMG/2025-06-22_20-58-41-812_bc.png,IMG/2025-06-22_20-58-41-812_al.png,IMG/2025-06-22_20-58-41-812_cr.png,-0.05049,32.932014
IMG/2025-06-22_20-58-41-990_bc.png,IMG/2025-06-22_20-58-41-990_al.png,IMG/2025-06-22_20-58-41-990_cr.png,-0.08433,32.95152
IMG/2025-06-22_20-58-42-158_bc.png,IMG/2025-06-22_20-58-42-158_al.png,IMG/2025-06-22_20-58-42-158_cr.png,-0.05436,32.932757
IMG/2025-06-22_20-58-42-340_bc.png,IMG/2025-06-22_20-58-42-340_al.png,IMG/2025-06-22_20-58-42-340_cr.png,-0.076095,32.920779
IMG/2025-06-22_20-58-42-510_bc.png,IMG/2025-06-22_20-58-42-510_al.png,IMG/2025-06-22_20-58-42-510_cr.png,-0.085725,32.946408
IMG/2025-06-22_20-58-42-678_bc.png,IMG/2025-06-22_20-58-42-678_al.png,IMG/2025-06-22_20-58-42-678_cr.png,-0.054585,32.923437
IMG/2025-06-22_20-58-42-850_bc.png,IMG/2025-06-22_20-58-42-850_al.png,IMG/2025-06-22_20-58-42-850_cr.png,-0.08568,32.931534
IMG/2025-06-22_20-58-43-024_bc.png,IMG/2025-06-22_20-58-43-024_al.png,IMG/2025-06-22_20-58-43-024_cr.png,-0.082665,32.927438
IMG/2025-06-22_20-58-43-191_bc.png,IMG/2025-06-22_20-58-43-191_al.png,IMG/2025-06-22_20-58-43-191_cr.png,-0.06948,32.90274
IMG/2025-06-22_20-58-43-367_bc.png,IMG/2025-06-22_20-58-43-367_al.png,IMG/2025-06-22_20-58-43-367_cr.png,-0.09342,32.933263
IMG/2025-06-22_20-58-43-536_bc.png,IMG/2025-06-22_20-58-43-536_al.png,IMG/2025-06-22_20-58-43-536_cr.png,-0.05148,32.921451
IMG/2025-06-22_20-58-43-708_bc.png,IMG/2025-06-22_20-58-43-708_al.png,IMG/2025-06-22_20-58-43-708_cr.png,-0.07632,32.918577
IMG/2025-06-22_20-58-43-875_bc.png,IMG/2025-06-22_20-58-43-875_al.png,IMG/2025-06-22_20-58-43-875_cr.png,-0.081945,32.926947
IMG/2025-06-22_20-58-44-049_bc.png,IMG/2025-06-22_20-58-44-049_al.png,IMG/2025-06-22_20-58-44-049_cr.png,-0.06399,32.910599
IMG/2025-06-22_20-58-44-219_bc.png,IMG/2025-06-22_20-58-44-219_al.png,IMG/2025-06-22_20-58-44-219_cr.png,-0.086445,32.915666
IMG/2025-06-22_20-58-44-394_bc.png,IMG/2025-06-22_20-58-44-394_al.png,IMG/2025-06-22_20-58-44-394_cr.png,-0.053865,32.924415
IMG/2025-06-22_20-58-44-567_bc.png,IMG/2025-06-22_20-58-44-567_al.png,IMG/2025-06-22_20-58-44-567_cr.png,-0.07416,32.903033
IMG/2025-06-22_20-58-44-736_bc.png,IMG/2025-06-22_20-58-44-736_al.png,IMG/2025-06-22_20-58-44-736_cr.png,-0.09738,32.929646
IMG/2025-06-22_20-58-44-917_bc.png,IMG/2025-06-22_20-58-44-917_al.png,IMG/2025-06-22_20-58-44-917_cr.png,-0.05247,32.920856
IMG/2025-06-22_20-58-45-086_bc.png,IMG/2025-06-22_20-58-45-086_al.png,IMG/2025-06-22_20-58-45-086_cr.png,-0.083025,32.925336
IMG/2025-06-22_20-58-45-263_bc.png,IMG/2025-06-22_20-58-45-263_al.png,IMG/2025-06-22_20-58-45-263_cr.png,-0.06597,32.934079
IMG/2025-06-22_20-58-45-431_bc.png,IMG/2025-06-22_20-58-45-431_al.png,IMG/2025-06-22_20-58-45-431_cr.png,-0.049185,32.903127
IMG/2025-06-22_20-58-45-614_bc.png,IMG/2025-06-22_20-58-45-614_al.png,IMG/2025-06-22_20-58-45-614_cr.png,-0.07776,32.918449
IMG/2025-06-22_20-58-45-785_bc.png,IMG/2025-06-22_20-58-45-785_al.png,IMG/2025-06-22_20-58-45-785_cr.png,-0.05058,32.932154
IMG/2025-06-22_20-58-45-958_bc.png,IMG/2025-06-22_20-58-45-958_al.png,IMG/2025-06-22_20-58-45-958_cr.png,-0.075555,32.910512
IMG/2025-06-22_20-58-46-125_bc.png,IMG/2025-06-22_20-58-46-125_al.png,IMG/2025-06-22_20-58-46-125_cr.png,-0.089145,32.915105
IMG/2025-06-22_20-58-46-299_bc.png,IMG/2025-06-22_20-58-46-299_al.png,IMG/2025-06-22_20-58-46-299_cr.png,-0.059535,32.914267
IMG/2025-06-22_20-58-46-475_bc.png,IMG/2025-06-22_20-58-46-475_al.png,IMG/2025-06-22_20-58-46-475_cr.png,-0.09729,32.919206
IMG/2025-06-22_20-58-46-644_bc.png,IMG/2025-06-22_20-58-46-644_al.png,IMG/2025-06-22_20-58-46-644_cr.png,-0.05058,32.921589
IMG/2025-06-22_20-58-46-815_bc.png,IMG/2025-06-22_20-58-46-815_al.png,IMG/2025-06-22_20-58-46-815_cr.png,-0.07038,32.91026
IMG/2025-06-22_20-58-46-983_bc.png,IMG/2025-06-22_20-58-46-983_al.png,IMG/2025-06-22_20-58-46-983_cr.png,-0.09225,32.923143
IMG/2025-06-22_20-58-47-153_bc.png,IMG/2025-06-22_20-58-47-153_al.png,IMG/2025-06-22_20-58-47-153_cr.png,-0.05751,32.92161
IMG/2025-06-22_20-58-47-336_bc.png,IMG/2025-06-22_20-58-47-336_al.png,IMG/2025-06-22_20-58-47-336_cr.png,-0.07119,32.911015
IMG/2025-06-22_20-58-47-508_bc.png,IMG/2025-06-22_20-58-47-508_al.png,IMG/2025-06-22_20-58-47-508_cr.png,-0.072585,32.939281
IMG/2025-06-22_20-58-47-686_bc.png,IMG/2025-06-22_20-58-47-686_al.png,IMG/2025-06-22_20-58-47-686_cr.png,-0.052605,32.93226
IMG/2025-06-22_20-58-47-859_bc.png,IMG/2025-06-22_20-58-47-859_al.png,IMG/2025-06-22_20-58-47-859_cr.png,-0.058815,32.940998
IMG/2025-06-22_20-58-48-035_bc.png,IMG/2025-06-22_20-58-48-035_al.png,IMG/2025-06-22_20-58-48-035_cr.png,-0.06264,32.964236
IMG/2025-06-22_20-58-48-241_bc.png,IMG/2025-06-22_20-58-48-241_al.png,IMG/2025-06-22_20-58-48-241_cr.png,-0.04545,32.978915
IMG/2025-06-22_20-58-49-099_bc.png,IMG/2025-06-22_20-58-49-099_al.png,IMG/2025-06-22_20-58-49-099_cr.png,-0.0405,32.996051
IMG/2025-06-22_20-58-50-108_bc.png,IMG/2025-06-22_20-58-50-108_al.png,IMG/2025-06-22_20-58-50-108_cr.png,0.0,32.996331
IMG/2025-06-22_20-58-51-136_bc.png,IMG/2025-06-22_20-58-51-136_al.png,IMG/2025-06-22_20-58-51-136_cr.png,0.0,32.996328
IMG/2025-06-22_20-58-52-141_bc.png,IMG/2025-06-22_20-58-52-141_al.png,IMG/2025-06-22_20-58-52-141_cr.png,0.0,32.996323
IMG/2025-06-22_20-58-53-141_bc.png,IMG/2025-06-22_20-58-53-141_al.png,IMG/2025-06-22_20-58-53-141_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-54-145_bc.png,IMG/2025-06-22_20-58-54-145_al.png,IMG/2025-06-22_20-58-54-145_cr.png,0.0,32.996318
IMG/2025-06-22_20-58-55-147_bc.png,IMG/2025-06-22_20-58-55-147_al.png,IMG/2025-06-22_20-58-55-147_cr.png,0.0,32.996323
IMG/2025-06-22_20-58-56-161_bc.png,IMG/2025-06-22_20-58-56-161_al.png,IMG/2025-06-22_20-58-56-161_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-57-188_bc.png,IMG/2025-06-22_20-58-57-188_al.png,IMG/2025-06-22_20-58-57-188_cr.png,0.0,32.996332
IMG/2025-06-22_20-58-58-226_bc.png,IMG/2025-06-22_20-58-58-226_al.png,IMG/2025-06-22_20-58-58-226_cr.png,0.0,32.996321
IMG/2025-06-22_20-58-59-228_bc.png,IMG/2025-06-22_20-58-59-228_al.png,IMG/2025-06-22_20-58-59-228_cr.png,0.0,32.996322
IMG/2025-06-22_20-59-00-242_bc.png,IMG/2025-06-22_20-59-00-242_al.png,IMG/2025-06-22_20-59-00-242_cr.png,0.0,32.996318
IMG/2025-06-22_20-59-01-249_bc.png,IMG/2025-06-22_20-59-01-249_al.png,IMG/2025-06-22_20-59-01-249_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-02-251_bc.png,IMG/2025-06-22_20-59-02-251_al.png,IMG/2025-06-22_20-59-02-251_cr.png,0.0,32.99632
IMG/2025-06-22_20-59-03-259_bc.png,IMG/2025-06-22_20-59-03-259_al.png,IMG/2025-06-22_20-59-03-259_cr.png,0.0,32.996298
IMG/2025-06-22_20-59-04-300_bc.png,IMG/2025-06-22_20-59-04-300_al.png,IMG/2025-06-22_20-59-04-300_cr.png,0.0,32.996298
IMG/2025-06-22_20-59-05-329_bc.png,IMG/2025-06-22_20-59-05-329_al.png,IMG/2025-06-22_20-59-05-329_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-06-339_bc.png,IMG/2025-06-22_20-59-06-339_al.png,IMG/2025-06-22_20-59-06-339_cr.png,0.0,32.996253
IMG/2025-06-22_20-59-07-342_bc.png,IMG/2025-06-22_20-59-07-342_al.png,IMG/2025-06-22_20-59-07-342_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-08-346_bc.png,IMG/2025-06-22_20-59-08-346_al.png,IMG/2025-06-22_20-59-08-346_cr.png,0.0,32.996307
IMG/2025-06-22_20-59-09-348_bc.png,IMG/2025-06-22_20-59-09-348_al.png,IMG/2025-06-22_20-59-09-348_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-10-380_bc.png,IMG/2025-06-22_20-59-10-380_al.png,IMG/2025-06-22_20-59-10-380_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-11-423_bc.png,IMG/2025-06-22_20-59-11-423_al.png,IMG/2025-06-22_20-59-11-423_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-12-472_bc.png,IMG/2025-06-22_20-59-12-472_al.png,IMG/2025-06-22_20-59-12-472_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-13-500_bc.png,IMG/2025-06-22_20-59-13-500_al.png,IMG/2025-06-22_20-59-13-500_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-14-500_bc.png,IMG/2025-06-22_20-59-14-500_al.png,IMG/2025-06-22_20-59-14-500_cr.png,0.0,32.996321
IMG/2025-06-22_20-59-15-461_bc.png,IMG/2025-06-22_20-59-15-461_al.png,IMG/2025-06-22_20-59-15-461_cr.png,-0.04599,32.99631
IMG/2025-06-22_20-59-15-630_bc.png,IMG/2025-06-22_20-59-15-630_al.png,IMG/2025-06-22_20-59-15-630_cr.png,-0.040455,32.982706
IMG/2025-06-22_20-59-15-805_bc.png,IMG/2025-06-22_20-59-15-805_al.png,IMG/2025-06-22_20-59-15-805_cr.png,-0.04635,32.973943
IMG/2025-06-22_20-59-16-015_bc.png,IMG/2025-06-22_20-59-16-015_al.png,IMG/2025-06-22_20-59-16-015_cr.png,-0.049545,32.974735
IMG/2025-06-22_20-59-16-188_bc.png,IMG/2025-06-22_20-59-16-188_al.png,IMG/2025-06-22_20-59-16-188_cr.png,-0.052335,32.944219
IMG/2025-06-22_20-59-16-365_bc.png,IMG/2025-06-22_20-59-16-365_al.png,IMG/2025-06-22_20-59-16-365_cr.png,-0.067635,32.946355
IMG/2025-06-22_20-59-16-535_bc.png,IMG/2025-06-22_20-59-16-535_al.png,IMG/2025-06-22_20-59-16-535_cr.png,-0.044505,32.940986
IMG/2025-06-22_20-59-16-707_bc.png,IMG/2025-06-22_20-59-16-707_al.png,IMG/2025-06-22_20-59-16-707_cr.png,-0.078255,32.943479
IMG/2025-06-22_20-59-16-879_bc.png,IMG/2025-06-22_20-59-16-879_al.png,IMG/2025-06-22_20-59-16-879_cr.png,-0.052605,32.939862
IMG/2025-06-22_20-59-17-049_bc.png,IMG/2025-06-22_20-59-17-049_al.png,IMG/2025-06-22_20-59-17-049_cr.png,-0.06732,32.926063
